CountyCode,Precinct,Castle / Bradley+Sum(CanVotes),Clinton / Kaine+Sum(CanVotes),De La Fuente / Steinberg+Sum(CanVotes),Johnson / Weld+Sum(CanVotes),OverVotes+Sum(CanVotes),Stein / Baraka+Sum(CanVotes),Trump / Pence+Sum(CanVotes),UnderVotes+Sum(CanVotes),WriteinVotes+Sum(CanVotes),WriteInVotes+Sum(CanVotes),CardsCast,VotesCast,Clinton%,Rep%
CHA,4,0,98,0,4,0,2,196,1,2,,303,302,0.3245,0.6490
CHA,41,2,473,0,32,1,6,1088,20,17,,1639,1618,0.2923,0.6724
CHA,42,2,708,2,46,13,21,1673,9,19,,2493,2471,0.2865,0.6771
CHA,43,6,711,2,50,7,13,1054,15,12,,1870,1848,0.3847,0.5703
CHA,44,2,964,1,53,10,16,1788,9,27,,2870,2851,0.3381,0.6271
CHA,45,2,663,0,40,5,17,1220,13,13,,1973,1955,0.3391,0.6240
CHA,46,5,855,0,31,9,10,1512,17,22,,2461,2435,0.3511,0.6209
CHA,47,0,1401,5,62,10,18,2770,31,27,,4324,4283,0.3271,0.6467
CHA,48,2,747,1,32,9,7,999,11,10,,1818,1798,0.4155,0.5556
CHA,49,1,350,0,17,1,2,541,4,9,,925,920,0.3804,0.5880
CHA,5,2,532,2,35,8,5,834,10,6,,1434,1416,0.3757,0.5890
CHA,52,3,888,1,52,13,14,1335,15,19,,2340,2312,0.3841,0.5774
CHA,53,3,432,1,37,4,8,935,5,11,,1436,1427,0.3027,0.6552
CHA,54,0,354,0,24,6,5,581,6,3,,979,967,0.3661,0.6008
CHA,55,0,694,1,35,6,6,1436,23,23,,2224,2195,0.3162,0.6542
CHA,56,2,614,3,36,12,2,720,11,14,,1414,1391,0.4414,0.5176
CHA,57,0,137,0,5,2,2,334,2,1,,483,479,0.2860,0.6973
CHA,58,2,681,0,36,7,12,1252,9,12,,2011,1995,0.3414,0.6276
CHA,6,2,728,0,26,2,7,1341,14,23,,2143,2127,0.3423,0.6305
CHA,60,2,149,0,5,0,0,288,4,3,,451,447,0.3333,0.6443
CHA,61,0,314,1,12,4,4,750,8,16,,1109,1097,0.2862,0.6837
CHA,63,2,1487,3,84,17,17,2204,27,35,,3876,3832,0.3880,0.5752
CHA,64,1,823,2,41,4,6,1951,26,23,,2877,2847,0.2891,0.6853
CHA,66,1,249,1,12,1,6,354,3,10,,637,633,0.3934,0.5592
CHA,67,0,63,0,2,2,1,120,1,1,,190,187,0.3369,0.6417
CHA,68,3,245,0,12,0,4,694,5,12,,975,970,0.2526,0.7155
CHA,69,0,146,0,6,1,5,275,0,2,,435,434,0.3364,0.6336
CHA,7,3,667,0,48,1,2,1313,15,19,,2068,2052,0.3250,0.6399
CHA,75,1,912,5,45,5,10,1206,11,15,,2210,2194,0.4157,0.5497
CHA,76,1,196,1,14,5,2,259,3,6,,487,479,0.4092,0.5407
CHA,77,3,791,1,46,6,11,1914,17,20,,2809,2786,0.2839,0.6870
CHA,78,0,82,0,12,0,1,195,9,10,,309,300,0.2733,0.6500
CHA,8,0,293,1,14,1,10,533,1,6,,859,857,0.3419,0.6219
CHA,80,0,475,0,34,5,9,952,7,17,,1499,1487,0.3194,0.6402
CHA,9,0,306,0,16,4,4,464,3,16,,813,806,0.3797,0.5757
CIT,100,5,435,1,23,1,18,1460,14,13,,1970,1955,0.2225,0.7468
CIT,101,3,507,3,46,,13,1672,11,28,,2283,2272,0.2232,0.7359
CIT,102,2,232,,15,,2,452,5,6,,714,709,0.3272,0.6375
CIT,104,2,425,2,41,2,15,1028,7,9,,1531,1522,0.2792,0.6754
CIT,105,,523,2,30,1,7,1076,8,8,,1655,1646,0.3177,0.6537
CIT,107,10,623,2,42,,14,1361,19,15,,2086,2067,0.3014,0.6584
CIT,108,4,778,,40,1,13,1774,20,21,,2651,2630,0.2958,0.6745
CIT,109,2,704,,50,2,7,1913,21,25,,2724,2701,0.2606,0.7083
CIT,110,8,1493,2,118,1,37,3532,22,50,,5263,5240,0.2849,0.6740
CIT,200,8,508,4,33,,12,1464,11,17,,2057,2046,0.2483,0.7155
CIT,201,8,677,,51,2,16,1632,22,17,,2425,2401,0.2820,0.6797
CIT,202,2,1447,4,85,1,24,3248,43,41,,4895,4851,0.2983,0.6696
CIT,203,3,729,4,44,2,16,1363,15,20,,2196,2179,0.3346,0.6255
CIT,204,2,743,1,41,2,16,1760,16,29,,2610,2592,0.2867,0.6790
CIT,205,3,476,3,45,2,9,866,8,11,,1423,1413,0.3369,0.6129
CIT,206,6,536,4,47,1,16,921,5,17,,1553,1547,0.3465,0.5953
CIT,208,4,390,2,20,,6,925,2,14,,1363,1361,0.2866,0.6796
CIT,300,3,394,,44,,8,1250,4,12,,1715,1711,0.2303,0.7306
CIT,301,4,1170,1,122,1,29,3263,20,41,,4651,4630,0.2527,0.7048
CIT,302,11,1011,4,86,2,16,2692,26,39,,3887,3859,0.2620,0.6976
CIT,305,9,899,2,76,3,27,2408,24,37,,3485,3458,0.2600,0.6964
CIT,307,10,2243,4,97,1,29,4519,55,60,,7018,6962,0.3222,0.6491
CIT,400,6,373,1,46,,9,1176,8,11,,1630,1622,0.2300,0.7250
CIT,401,1,204,,13,,8,601,3,6,,836,833,0.2449,0.7215
CIT,402,8,562,4,49,1,7,1320,10,15,,1976,1965,0.2860,0.6718
CIT,403,16,1213,3,97,4,28,2134,32,32,,3559,3523,0.3443,0.6057
CIT,404,6,561,3,50,,12,1502,16,18,,2168,2152,0.2607,0.6980
CIT,405,18,1381,4,115,3,25,3098,35,43,,4722,4684,0.2948,0.6614
CIT,406,9,544,2,59,,9,1419,14,18,,2074,2060,0.2641,0.6888
CIT,407,4,465,2,47,1,15,1175,12,15,,1736,1723,0.2699,0.6820
CIT,408,5,543,4,52,4,17,1452,15,25,,2117,2098,0.2588,0.6921
CLA,100,1,190,3,35,1,7,1798,7,11,,2053,2045,0.0929,0.8792
CLA,102,2,314,1,63,0,23,1927,5,11,,2346,2341,0.1341,0.8232
CLA,106,4,353,3,62,0,17,2379,6,12,,2836,2830,0.1247,0.8406
CLA,110,5,280,3,40,1,10,1396,5,14,,1754,1748,0.1602,0.7986
CLA,112,13,1163,4,102,1,18,2915,20,39,,4275,4254,0.2734,0.6852
CLA,113,16,2319,8,140,5,39,2594,20,47,,5188,5163,0.4492,0.5024
CLA,115,7,1547,4,119,0,23,1836,13,31,,3580,3567,0.4337,0.5147
CLA,116,14,1557,1,93,1,18,1603,10,30,,3327,3316,0.4695,0.4834
CLA,118,3,673,1,79,0,20,2134,9,26,,2945,2936,0.2292,0.7268
CLA,122,6,911,4,89,2,16,1811,7,18,,2864,2855,0.3191,0.6343
CLA,124,1,451,0,40,0,4,1264,11,7,,1778,1767,0.2552,0.7153
CLA,128,3,678,0,46,0,10,820,5,15,,1577,1572,0.4313,0.5216
CLA,202,4,765,4,71,2,19,1437,6,29,,2337,2329,0.3285,0.6170
CLA,204,5,610,2,52,3,14,1133,8,21,,1848,1837,0.3321,0.6168
CLA,206,6,377,1,24,4,8,667,7,11,,1105,1094,0.3446,0.6097
CLA,208,5,347,0,47,5,7,679,11,8,,1109,1093,0.3175,0.6212
CLA,210,6,669,1,54,2,18,1592,10,18,,2370,2358,0.2837,0.6751
CLA,216,7,705,1,86,1,13,2288,20,19,,3140,3119,0.2260,0.7336
CLA,218,4,543,0,91,2,17,1696,12,21,,2386,2372,0.2289,0.7150
CLA,302,10,864,7,84,3,29,2063,13,24,,3097,3081,0.2804,0.6696
CLA,304,3,751,6,64,3,11,1911,19,23,,2791,2769,0.2712,0.6901
CLA,308,6,595,2,66,0,9,1427,7,11,,2123,2116,0.2812,0.6744
CLA,310,3,405,1,37,2,9,1758,6,18,,2239,2231,0.1815,0.7880
CLA,400,2,502,3,45,0,11,1575,14,18,,2170,2156,0.2328,0.7305
CLA,406,3,499,1,57,0,8,1380,13,14,,1975,1962,0.2543,0.7034
CLA,408,4,802,3,81,1,9,2605,22,34,,3561,3538,0.2267,0.7363
CLA,410,13,1435,3,141,2,25,3470,21,38,,5148,5125,0.2800,0.6771
CLA,412,3,526,1,42,0,14,2167,23,20,,2796,2773,0.1897,0.7815
CLA,414,7,515,5,61,0,7,1546,10,21,,2172,2162,0.2382,0.7151
CLA,500,3,610,4,85,4,16,1737,9,16,,2484,2471,0.2469,0.7030
CLA,503,1,239,0,17,0,1,896,3,13,,1170,1167,0.2048,0.7678
CLA,504,3,243,2,49,0,7,1661,8,12,,1985,1977,0.1229,0.8402
CLA,506,2,144,2,28,1,4,1028,1,6,,1216,1214,0.1186,0.8468
CLA,508,2,326,1,60,3,13,2325,7,18,,2755,2745,0.1188,0.8470
CLA,600,11,796,2,131,0,15,2772,16,37,,3780,3764,0.2115,0.7365
CLA,601,0,75,0,19,1,1,471,2,4,,573,570,0.1316,0.8263
CLA,602,3,205,0,21,0,6,596,3,7,,841,838,0.2446,0.7112
CLA,604,1,391,1,51,0,5,1514,7,9,,1979,1972,0.1983,0.7677
CLA,606,8,1804,3,143,3,34,2615,29,41,,4680,4648,0.3881,0.5626
CLA,610,1,88,2,9,0,0,664,1,5,,770,769,0.1144,0.8635
CLA,612,3,75,0,9,0,3,443,5,2,,540,535,0.1402,0.8280
CLA,700,0,29,0,4,0,2,238,1,3,,277,276,0.1051,0.8623
CLA,702,7,366,0,48,1,6,1545,9,14,,1996,1986,0.1843,0.7779
CLA,704,0,235,2,29,2,5,971,5,12,,1261,1254,0.1874,0.7743
CLA,706,6,376,2,60,2,13,1956,9,12,,2436,2425,0.1551,0.8066
CLA,708,6,175,2,22,0,4,1171,4,8,,1392,1388,0.1261,0.8437
CLA,710,0,299,2,10,2,3,489,2,6,,813,809,0.3696,0.6044
CLL,101,1,981,0,36,2,8,1504,24,22,,2578,2552,0.3844,0.5893
CLL,102,0,21,1,1,0,0,47,0,0,,70,70,0.3000,0.6714
CLL,103,0,601,0,13,6,9,930,9,7,,1575,1560,0.3853,0.5962
CLL,135,9,1444,1,65,10,15,2202,32,39,,3817,3775,0.3825,0.5833
CLL,139,2,861,1,32,3,13,1244,11,16,,2183,2169,0.3970,0.5735
CLL,141,1,675,0,30,4,7,1233,12,18,,1980,1964,0.3437,0.6278
CLL,142,2,379,2,31,1,4,870,11,12,,1312,1300,0.2915,0.6692
CLL,144,4,1053,2,62,5,15,2124,29,28,,3322,3288,0.3203,0.6460
CLL,155,7,1736,2,73,10,10,3462,47,48,,5395,5338,0.3252,0.6486
CLL,156,7,1920,5,59,18,16,1564,27,16,,3632,3587,0.5353,0.4360
CLL,159,0,397,0,14,1,4,1051,23,27,,1517,1493,0.2659,0.7040
CLL,189,0,74,0,13,0,1,134,2,2,,226,224,0.3304,0.5982
CLL,190,0,727,3,37,3,9,2162,42,29,,3012,2967,0.2450,0.7287
CLL,193,1,1147,2,91,1,16,3475,49,57,,4839,4789,0.2395,0.7256
CLL,194,1,761,1,45,3,4,2399,47,42,,3303,3253,0.2339,0.7375
CLL,202,6,1732,1,114,4,20,3529,57,74,,5537,5476,0.3163,0.6444
CLL,203,2,970,3,63,1,9,2074,36,19,,3177,3140,0.3089,0.6605
CLL,205,1,1487,0,75,5,17,2563,50,36,,4234,4179,0.3558,0.6133
CLL,222,0,560,0,40,0,8,1125,33,16,,1782,1749,0.3202,0.6432
CLL,223,7,1741,2,108,3,32,2794,45,55,,4787,4739,0.3674,0.5896
CLL,242,0,312,1,7,4,1,669,6,6,,1006,996,0.3133,0.6717
CLL,251,10,2016,3,128,4,26,3157,50,29,,5423,5369,0.3755,0.5880
CLL,252,3,621,0,26,0,3,1466,31,36,,2186,2155,0.2882,0.6803
CLL,255,5,1642,0,80,8,5,3089,86,85,,5000,4906,0.3347,0.6296
CLL,257,0,922,1,64,1,9,1680,25,29,,2731,2705,0.3409,0.6211
CLL,258,7,1740,4,109,5,17,2654,52,54,,4642,4585,0.3795,0.5788
CLL,303,2,1395,2,76,1,18,3270,45,66,,4875,4829,0.2889,0.6772
CLL,310,4,1475,5,70,3,21,3045,36,52,,4711,4672,0.3157,0.6518
CLL,313,3,1242,1,73,4,20,2005,24,34,,3406,3378,0.3677,0.5935
CLL,315,0,744,1,18,7,5,1478,16,15,,2284,2261,0.3291,0.6537
CLL,317,3,898,2,39,0,7,1802,47,50,,2848,2801,0.3206,0.6433
CLL,322,4,779,5,59,4,20,2043,22,16,,2952,2926,0.2662,0.6982
CLL,323,8,2413,8,86,19,21,1117,24,11,,3707,3664,0.6586,0.3049
CLL,324,5,1817,3,79,7,21,1668,24,26,,3650,3619,0.5021,0.4609
CLL,332,3,1777,2,95,5,28,2783,45,30,,4768,4718,0.3766,0.5899
CLL,414,1,887,1,49,5,19,1227,21,18,,2228,2202,0.4028,0.5572
CLL,416,0,219,0,13,1,3,509,23,8,,776,752,0.2912,0.6769
CLL,418,10,1771,0,107,7,24,3221,48,51,,5239,5184,0.3416,0.6213
CLL,428,2,648,0,44,5,6,1212,17,18,,1952,1930,0.3358,0.6280
CLL,430,4,1001,5,69,2,25,1522,28,22,,2678,2648,0.3780,0.5748
CLL,431,1,525,0,30,2,8,951,11,30,,1558,1545,0.3398,0.6155
CLL,434,8,1293,1,64,5,27,1849,30,35,,3312,3277,0.3946,0.5642
CLL,438,4,688,0,24,2,11,1340,27,12,,2108,2079,0.3309,0.6445
CLL,440,2,1104,1,49,2,13,1792,19,30,,3012,2991,0.3691,0.5991
CLL,450,0,72,0,3,0,2,50,0,1,,128,128,0.5625,0.3906
CLL,462,1,779,1,56,1,7,2014,61,48,,2968,2906,0.2681,0.6930
CLL,464,1,1023,1,70,1,4,2247,69,55,,3471,3401,0.3008,0.6607
CLL,472,1,272,0,5,9,1,143,6,8,,445,430,0.6326,0.3326
CLL,475,1,218,0,21,1,2,726,13,11,,993,979,0.2227,0.7416
CLL,477,0,1016,1,63,3,12,2285,57,64,,3501,3441,0.2953,0.6641
CLL,479,1,565,1,39,2,5,1112,16,21,,1762,1744,0.3240,0.6376
CLL,502,0,120,0,5,0,6,404,3,2,,540,537,0.2235,0.7523
CLL,550,1,383,1,41,4,9,931,7,7,,1384,1373,0.2790,0.6781
CLL,551,4,1620,5,109,2,17,3599,38,39,,5433,5393,0.3004,0.6673
CLL,552,3,603,1,66,7,10,1172,7,12,,1881,1867,0.3230,0.6277
CLL,554,2,1057,3,58,8,28,1665,15,21,,2857,2834,0.3730,0.5875
CLL,590,3,1681,5,112,6,17,3229,31,36,,5120,5083,0.3307,0.6353
CLL,591,4,1451,3,91,14,33,2074,22,18,,3710,3674,0.3949,0.5645
CLL,593,7,330,0,30,0,1,1168,15,38,,1589,1574,0.2097,0.7421
CLL,594,3,2699,4,34,22,18,569,24,15,,3388,3342,0.8076,0.1703
CLM,10,3,739,,16,,6,177,9,5,,955,946,0.7812,0.1871
CLM,12,,347,,6,,3,52,5,5,,418,413,0.8402,0.1259
CLM,13,,7,,4,,,57,,1,,69,69,0.1014,0.8261
CLM,14,1,93,,5,,2,152,2,3,,258,256,0.3633,0.5938
CLM,15,1,73,,4,,,377,2,,,457,455,0.1604,0.8286
CLM,16,7,484,1,18,,5,923,2,7,,1447,1445,0.3349,0.6388
CLM,17,3,404,3,17,,,583,9,2,,1021,1012,0.3992,0.5761
CLM,21,1,257,2,9,,4,893,9,5,,1180,1171,0.2195,0.7626
CLM,22,2,319,,19,,4,1154,3,7,,1508,1505,0.2120,0.7668
CLM,23,7,901,6,93,,37,2823,18,19,,3904,3886,0.2319,0.7265
CLM,31,2,433,,44,,12,1869,5,15,,2380,2375,0.1823,0.7869
CLM,32,,96,,3,,2,233,1,,,335,334,0.2874,0.6976
CLM,33,3,637,3,70,1,12,2611,9,19,,3365,3355,0.1899,0.7782
CLM,34,1,280,,15,,8,436,10,2,,752,742,0.3774,0.5876
CLM,41,1,504,2,40,,15,1343,13,11,,1929,1916,0.2630,0.7009
CLM,42,2,30,,5,,1,201,2,2,,243,241,0.1245,0.8340
CLM,43,,262,1,19,1,8,1273,7,6,,1577,1569,0.1670,0.8113
CLM,44,2,328,,21,,8,1049,8,10,,1426,1418,0.2313,0.7398
CLM,51,4,436,1,39,,6,1473,6,12,,1977,1971,0.2212,0.7473
CLM,52,2,290,,33,,4,1562,12,14,,1917,1905,0.1522,0.8199
CLM,53,1,438,,28,,11,608,7,6,,1099,1092,0.4011,0.5568
CLM,54,1,243,2,15,,2,519,11,6,,799,788,0.3084,0.6586
DAD,1,0,195,0,4,0,2,277,3,5,,486,483,0.4037,0.5735
DAD,2,0,521,0,13,6,7,502,8,7,,1064,1050,0.4962,0.4781
DAD,3,2,702,2,12,12,9,927,12,10,,1688,1664,0.4219,0.5571
DAD,4,0,977,1,19,11,13,553,10,11,,1595,1574,0.6207,0.3513
DAD,5,2,1000,2,19,7,8,888,11,10,,1947,1929,0.5184,0.4603
DAD,6,0,585,0,8,1,4,700,23,22,,1343,1319,0.4435,0.5307
DAD,7,0,967,1,19,1,13,463,5,12,,1481,1475,0.6556,0.3139
DAD,8,2,645,1,7,1,2,302,5,6,,971,965,0.6684,0.3130
DAD,9,2,1495,4,27,4,12,1052,19,20,,2635,2612,0.5724,0.4028
DAD,10,0,16,0,0,1,0,20,0,0,,37,36,0.4444,0.5556
DAD,11,0,981,0,18,4,21,411,12,10,,1457,1441,0.6808,0.2852
DAD,13,0,1158,5,25,13,31,475,22,13,,1742,1707,0.6784,0.2783
DAD,14,2,1447,4,26,4,22,534,11,13,,2063,2048,0.7065,0.2607
DAD,15,2,456,0,8,3,4,234,4,9,,720,713,0.6396,0.3282
DAD,16,0,789,0,17,1,5,314,5,10,,1141,1135,0.6952,0.2767
DAD,17,0,1339,1,29,1,26,431,13,8,,1848,1834,0.7301,0.2350
DAD,18,2,1307,1,22,14,23,347,17,15,,1748,1717,0.7612,0.2021
DAD,19,0,441,1,10,1,7,183,5,4,,652,646,0.6827,0.2833
DAD,20,0,866,0,18,2,9,436,8,3,,1342,1332,0.6502,0.3273
DAD,23,1,1339,0,36,8,9,950,30,17,,2390,2352,0.5693,0.4039
DAD,24,0,862,0,28,1,5,418,9,10,,1333,1323,0.6515,0.3159
DAD,25,2,581,0,17,5,8,563,8,8,,1192,1179,0.4928,0.4775
DAD,28,1,603,0,11,0,7,523,15,11,,1171,1156,0.5216,0.4524
DAD,29,0,613,1,11,1,1,535,12,15,,1189,1176,0.5213,0.4549
DAD,30,0,1793,1,37,3,12,601,18,20,,2485,2464,0.7277,0.2439
DAD,31,0,623,0,15,1,3,295,5,3,,945,939,0.6635,0.3142
DAD,32,3,1031,0,21,9,16,762,28,11,,1881,1844,0.5591,0.4132
DAD,33,2,911,0,10,1,8,309,3,7,,1251,1247,0.7306,0.2478
DAD,36,1,1648,1,31,2,23,502,11,18,,2237,2224,0.7410,0.2257
DAD,37,0,506,1,8,0,6,180,1,6,,708,707,0.7157,0.2546
DAD,38,0,197,0,4,0,1,141,3,2,,348,345,0.5710,0.4087
DAD,40,1,930,4,28,7,12,362,11,6,,1361,1343,0.6925,0.2695
DAD,41,4,1894,5,30,9,27,569,24,13,,2575,2542,0.7451,0.2238
DAD,42,0,971,1,19,7,24,320,8,9,,1359,1344,0.7225,0.2381
DAD,43,1,486,1,10,6,13,159,7,6,,689,676,0.7189,0.2352
DAD,47,0,127,0,3,0,0,144,3,1,,278,275,0.4618,0.5236
DAD,48,1,1242,4,32,7,15,801,10,15,,2127,2110,0.5886,0.3796
DAD,51,5,3086,5,103,4,22,1983,67,82,,5357,5286,0.5838,0.3751
DAD,52,0,1,0,0,0,0,0,0,0,,1,1,1.0000,0.0000
DAD,59,0,3,0,0,0,0,0,0,0,,3,3,1.0000,0.0000
DAD,62,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,67,0,568,1,10,0,6,563,3,10,,1161,1158,0.4905,0.4862
DAD,68,0,1,0,0,0,0,0,0,0,,1,1,1.0000,0.0000
DAD,69,2,365,0,5,0,5,62,0,2,,441,441,0.8277,0.1406
DAD,99,0,605,0,13,2,4,555,23,6,,1208,1183,0.5114,0.4691
DAD,100,17,2893,16,66,12,41,641,37,24,,3747,3698,0.7823,0.1733
DAD,101,0,1096,0,34,4,7,679,24,18,,1862,1834,0.5976,0.3702
DAD,102,1,1596,2,29,9,4,1100,36,22,,2799,2754,0.5795,0.3994
DAD,103,0,1474,3,30,5,14,770,24,15,,2335,2306,0.6392,0.3339
DAD,104,1,49,0,1,0,1,10,0,0,,62,62,0.7903,0.1613
DAD,105,0,749,0,15,2,6,369,11,10,,1162,1149,0.6519,0.3211
DAD,106,0,660,1,20,3,10,279,7,8,,988,978,0.6748,0.2853
DAD,107,1,447,0,13,2,7,186,2,3,,661,657,0.6804,0.2831
DAD,108,3,1245,5,12,13,11,398,8,5,,1700,1679,0.7415,0.2370
DAD,109,2,1093,0,20,2,7,565,11,12,,1712,1699,0.6433,0.3325
DAD,110,0,838,0,13,4,7,339,7,12,,1220,1209,0.6931,0.2804
DAD,111,3,1610,1,24,4,13,759,21,15,,2450,2425,0.6639,0.3130
DAD,112,0,265,0,2,1,1,123,5,0,,397,391,0.6777,0.3146
DAD,113,1,547,0,3,3,6,275,10,3,,848,835,0.6551,0.3293
DAD,114,0,807,0,10,2,3,686,26,9,,1543,1515,0.5327,0.4528
DAD,115,3,1729,0,33,17,17,505,8,18,,2330,2305,0.7501,0.2191
DAD,116,3,319,0,5,3,3,341,7,9,,690,680,0.4691,0.5015
DAD,117,4,1477,2,8,13,9,170,14,19,,1716,1689,0.8745,0.1007
DAD,118,0,538,0,7,1,2,200,8,3,,759,750,0.7173,0.2667
DAD,119,0,843,2,11,4,6,554,12,11,,1443,1427,0.5907,0.3882
DAD,120,0,267,0,2,3,2,204,4,4,,486,479,0.5574,0.4259
DAD,121,0,651,1,4,6,6,138,3,3,,812,803,0.8107,0.1719
DAD,122,0,6,0,0,0,0,3,0,0,,9,9,0.6667,0.3333
DAD,123,0,1974,2,22,9,21,500,17,17,,2562,2536,0.7784,0.1972
DAD,124,1,1385,2,24,5,25,891,11,14,,2358,2342,0.5914,0.3804
DAD,125,0,266,0,2,2,1,84,0,1,,356,354,0.7514,0.2373
DAD,126,0,1170,1,7,10,7,105,9,11,,1320,1301,0.8993,0.0807
DAD,127,2,2067,0,22,13,14,199,18,15,,2350,2319,0.8913,0.0858
DAD,128,1,1378,3,8,10,20,133,7,12,,1572,1555,0.8862,0.0855
DAD,129,0,1679,0,12,3,13,150,15,7,,1879,1861,0.9022,0.0806
DAD,130,4,2248,0,15,7,23,285,24,7,,2613,2582,0.8706,0.1104
DAD,131,1,1525,1,22,7,15,275,13,15,,1874,1854,0.8225,0.1483
DAD,133,1,981,3,9,5,6,138,13,8,,1164,1146,0.8560,0.1204
DAD,134,1,1306,0,6,5,8,119,10,6,,1461,1446,0.9032,0.0823
DAD,135,2,1588,0,18,5,12,132,8,12,,1777,1764,0.9002,0.0748
DAD,136,2,1832,1,12,11,10,215,17,15,,2115,2087,0.8778,0.1030
DAD,137,0,214,0,1,1,1,29,2,1,,249,246,0.8699,0.1179
DAD,138,1,1145,0,8,4,8,112,9,9,,1296,1283,0.8924,0.0873
DAD,139,1,794,1,5,5,2,65,9,4,,886,872,0.9106,0.0745
DAD,140,2,1816,1,11,9,11,161,21,12,,2044,2014,0.9017,0.0799
DAD,141,3,1220,1,4,4,7,99,10,6,,1354,1340,0.9104,0.0739
DAD,142,1,2035,2,13,10,24,271,23,17,,2396,2363,0.8612,0.1147
DAD,143,2,1967,2,19,7,18,306,9,9,,2339,2323,0.8467,0.1317
DAD,144,0,165,0,0,0,0,17,0,1,,183,183,0.9016,0.0929
DAD,145,0,416,0,0,1,2,20,0,1,,440,439,0.9476,0.0456
DAD,146,2,1343,1,24,2,17,721,8,17,,2135,2125,0.6320,0.3393
DAD,148,1,1231,1,18,6,11,620,17,19,,1924,1901,0.6476,0.3261
DAD,149,0,1071,0,16,1,6,473,24,15,,1606,1581,0.6774,0.2992
DAD,150,0,435,0,2,1,3,45,3,2,,491,487,0.8932,0.0924
DAD,151,0,308,0,6,0,1,75,3,0,,393,390,0.7897,0.1923
DAD,152,1,1091,0,9,5,9,167,9,7,,1298,1284,0.8497,0.1301
DAD,153,0,66,0,1,1,1,11,0,0,,80,79,0.8354,0.1392
DAD,154,2,920,0,5,0,12,168,9,7,,1123,1114,0.8259,0.1508
DAD,155,3,929,0,13,3,9,204,4,13,,1178,1171,0.7933,0.1742
DAD,156,2,1009,1,20,0,3,341,10,10,,1396,1386,0.7280,0.2460
DAD,157,0,758,0,25,2,5,391,9,22,,1212,1201,0.6311,0.3256
DAD,158,0,199,0,0,0,3,76,1,0,,279,278,0.7158,0.2734
DAD,159,0,1026,1,11,3,14,134,8,5,,1202,1191,0.8615,0.1125
DAD,160,2,682,0,5,1,8,85,5,3,,791,785,0.8688,0.1083
DAD,161,1,931,1,7,15,8,91,7,5,,1066,1044,0.8918,0.0872
DAD,162,0,934,2,9,10,10,66,5,7,,1043,1028,0.9086,0.0642
DAD,163,1,811,1,5,2,2,72,9,2,,905,894,0.9072,0.0805
DAD,164,3,961,1,8,8,13,118,7,9,,1128,1113,0.8634,0.1060
DAD,165,0,184,1,7,0,5,34,0,1,,232,232,0.7931,0.1466
DAD,166,1,206,1,0,3,1,33,3,1,,249,243,0.8477,0.1358
DAD,167,0,215,0,8,0,4,108,0,4,,339,339,0.6342,0.3186
DAD,168,4,1437,4,26,5,5,411,9,11,,1912,1898,0.7571,0.2165
DAD,169,0,311,0,2,1,3,49,0,1,,367,366,0.8497,0.1339
DAD,170,0,19,0,0,0,0,3,0,0,,22,22,0.8636,0.1364
DAD,171,0,69,0,0,1,1,15,1,0,,87,85,0.8118,0.1765
DAD,172,0,121,0,0,0,1,7,1,0,,130,129,0.9380,0.0543
DAD,173,0,155,0,0,0,2,5,0,0,,162,162,0.9568,0.0309
DAD,174,0,93,0,0,1,3,6,2,2,,107,104,0.8942,0.0577
DAD,175,0,162,1,0,0,3,43,0,0,,209,209,0.7751,0.2057
DAD,176,0,259,2,3,2,5,55,3,0,,329,324,0.7994,0.1698
DAD,177,2,873,1,18,2,18,309,9,7,,1239,1228,0.7109,0.2516
DAD,178,1,665,1,4,3,8,52,4,7,,745,738,0.9011,0.0705
DAD,179,0,304,0,12,0,1,136,2,5,,460,458,0.6638,0.2969
DAD,181,0,121,0,2,0,1,79,3,1,,207,204,0.5931,0.3873
DAD,182,1,609,1,7,0,3,114,1,2,,738,737,0.8263,0.1547
DAD,184,0,1214,2,20,8,8,759,20,14,,2045,2017,0.6019,0.3763
DAD,187,1,167,2,0,1,1,21,1,1,,195,193,0.8653,0.1088
DAD,191,0,421,0,10,1,7,287,1,8,,735,733,0.5744,0.3915
DAD,196,2,1841,0,6,2,11,96,10,7,,1975,1963,0.9379,0.0489
DAD,198,0,637,3,12,2,8,313,10,4,,989,977,0.6520,0.3204
DAD,199,1,587,0,6,0,9,92,5,3,,703,698,0.8410,0.1318
DAD,200,4,980,1,36,4,12,607,12,8,,1664,1648,0.5947,0.3683
DAD,201,5,921,3,14,9,6,380,5,4,,1347,1333,0.6909,0.2851
DAD,202,0,1106,2,17,8,5,312,3,9,,1462,1451,0.7622,0.2150
DAD,203,2,1842,1,8,7,7,71,8,17,,1963,1948,0.9456,0.0364
DAD,205,1,1219,2,5,3,5,35,3,6,,1279,1273,0.9576,0.0275
DAD,206,1,1592,2,5,0,6,95,8,8,,1717,1709,0.9315,0.0556
DAD,207,1,1823,0,14,3,19,289,10,14,,2173,2160,0.8440,0.1338
DAD,208,1,1515,1,18,9,22,372,18,13,,1969,1942,0.7801,0.1916
DAD,209,5,1966,4,30,4,14,290,11,15,,2339,2324,0.8460,0.1248
DAD,210,1,1114,2,10,3,12,154,9,12,,1317,1305,0.8536,0.1180
