CountyCode,Precinct,Castle / Bradley+Sum(CanVotes),Clinton / Kaine+Sum(CanVotes),De La Fuente / Steinberg+Sum(CanVotes),Johnson / Weld+Sum(CanVotes),OverVotes+Sum(CanVotes),Stein / Baraka+Sum(CanVotes),Trump / Pence+Sum(CanVotes),UnderVotes+Sum(CanVotes),WriteinVotes+Sum(CanVotes),WriteInVotes+Sum(CanVotes),CardsCast,VotesCast,Clinton%,Rep%
BRO,R021,0,1150,0,20,2,5,222,3,4,,1406,1401,0.8208,0.1585
BRO,R022,0,843,1,9,4,8,157,4,12,,1038,1030,0.8184,0.1524
BRO,R023,3,938,1,8,3,6,35,5,1,,1000,992,0.9456,0.0353
BRO,R024,0,799,0,0,1,4,22,3,2,,831,827,0.9661,0.0266
BRO,R025,0,1404,1,8,4,4,59,7,2,,1489,1478,0.9499,0.0399
BRO,R026,4,1217,0,2,1,8,31,3,5,,1271,1267,0.9605,0.0245
BRO,R027,1,1051,0,15,4,10,134,3,7,,1225,1218,0.8629,0.1100
BRO,R028,0,1370,1,0,3,5,31,6,6,,1422,1413,0.9696,0.0219
BRO,R029,0,807,0,0,2,3,31,5,3,,851,844,0.9562,0.0367
BRO,R030,3,1465,0,5,9,5,27,5,12,,1531,1517,0.9657,0.0178
BRO,R031,1,999,0,21,4,18,193,7,13,,1256,1245,0.8024,0.1550
BRO,R032,5,1558,0,71,1,14,1155,18,22,,2844,2825,0.5515,0.4088
BRO,R033,3,956,0,5,3,3,145,7,6,,1128,1118,0.8551,0.1297
BRO,R034,1,1469,3,41,1,16,736,9,20,,2296,2286,0.6426,0.3220
BRO,R035,0,544,0,20,0,3,441,3,9,,1020,1017,0.5349,0.4336
BRO,R036,0,439,1,28,0,4,567,19,8,,1066,1047,0.4193,0.5415
BRO,R037,1,495,0,26,1,4,583,8,8,,1126,1117,0.4432,0.5219
BRO,R038,0,145,0,3,1,2,256,5,5,,417,411,0.3528,0.6229
BRO,R039,1,648,0,32,1,2,821,15,11,,1531,1515,0.4277,0.5419
BRO,R040,1,1214,1,46,2,7,1425,24,28,,2748,2722,0.4460,0.5235
BRO,R041,0,703,0,19,0,6,299,10,9,,1046,1036,0.6786,0.2886
BRO,R042,0,333,1,17,0,8,264,2,4,,629,627,0.5311,0.4211
BRO,R043,0,889,0,34,1,13,633,9,11,,1590,1580,0.5627,0.4006
BRO,R044,0,158,0,9,0,1,71,1,3,,243,242,0.6529,0.2934
BRO,R045,0,634,1,13,1,13,428,8,15,,1113,1104,0.5743,0.3877
BRO,R046,0,1064,1,29,2,7,887,15,16,,2021,2004,0.5309,0.4426
BRO,R047,4,740,1,16,1,9,481,5,18,,1275,1269,0.5831,0.3790
BRO,R048,3,650,1,18,3,12,394,7,6,,1094,1084,0.5996,0.3635
BRO,R049,5,755,0,21,5,13,527,16,9,,1351,1330,0.5677,0.3962
BRO,R050,1,1116,0,9,7,11,113,4,4,,1265,1254,0.8900,0.0901
BRO,R051,3,831,0,1,3,3,35,4,1,,881,874,0.9508,0.0400
BRO,R052,1,531,1,6,3,2,251,7,4,,806,796,0.6671,0.3153
BRO,R053,2,854,1,36,1,9,862,10,18,,1793,1782,0.4792,0.4837
BRO,R054,1,483,1,11,2,5,327,2,8,,840,836,0.5778,0.3911
BRO,R055,0,362,0,14,1,0,383,10,7,,777,766,0.4726,0.5000
BRO,R056,0,564,0,2,2,5,35,0,2,,610,608,0.9276,0.0576
BRO,R057,1,573,0,6,2,9,104,2,4,,701,697,0.8221,0.1492
BRO,R058,1,509,1,27,0,15,275,5,3,,836,831,0.6125,0.3309
BRO,R059,1,520,0,23,0,2,387,8,1,,942,934,0.5567,0.4143
BRO,R060,1,864,1,31,3,13,409,5,8,,1335,1327,0.6511,0.3082
BRO,R061,0,394,0,18,1,1,275,3,6,,698,694,0.5677,0.3963
BRO,R062,0,533,0,1,2,1,15,2,2,,556,552,0.9656,0.0272
BRO,R063,7,3132,1,25,8,23,224,21,15,,3456,3427,0.9139,0.0654
BRO,R064,1,627,0,4,2,8,123,4,3,,772,766,0.8185,0.1606
BRO,R065,1,201,0,12,0,0,208,1,7,,430,429,0.4685,0.4848
BRO,R066,3,292,1,11,1,7,276,3,5,,599,595,0.4908,0.4639
BRO,R067,1,568,1,18,4,7,376,2,7,,984,978,0.5808,0.3845
BRO,R068,1,437,0,20,0,5,459,8,7,,937,929,0.4704,0.4941
BRO,R069,0,1473,0,2,5,5,39,14,6,,1544,1525,0.9659,0.0256
BRO,S001,2,1176,1,20,3,8,269,13,7,,1499,1483,0.7930,0.1814
BRO,S002,1,928,0,4,5,8,49,7,2,,1004,992,0.9355,0.0494
BRO,S003,2,1113,1,36,3,19,651,11,8,,1844,1830,0.6082,0.3557
BRO,S004,0,1087,3,28,1,24,748,15,17,,1923,1907,0.5700,0.3922
BRO,S005,2,656,1,16,2,9,547,10,5,,1248,1236,0.5307,0.4426
BRO,S006,1,548,0,19,2,13,315,7,4,,909,900,0.6089,0.3500
BRO,S007,1,501,0,22,0,7,376,5,1,,913,908,0.5518,0.4141
BRO,S008,1,1155,2,23,2,11,618,9,10,,1831,1820,0.6346,0.3396
BRO,S009,3,555,5,15,3,13,476,7,6,,1083,1073,0.5172,0.4436
BRO,T001,0,966,1,21,2,27,524,4,14,,1559,1553,0.6220,0.3374
BRO,T002,4,845,0,34,1,13,394,7,14,,1312,1304,0.6480,0.3021
BRO,T003,1,1160,3,43,4,15,919,6,13,,2164,2154,0.5385,0.4266
BRO,T004,5,712,0,27,2,13,336,2,5,,1102,1098,0.6485,0.3060
BRO,T005,0,403,2,8,0,9,183,2,5,,612,610,0.6607,0.3000
BRO,T006,1,277,1,8,1,1,307,7,6,,609,601,0.4609,0.5108
BRO,T007,2,614,5,14,3,8,586,10,11,,1253,1240,0.4952,0.4726
BRO,T008,2,916,2,29,2,15,666,6,10,,1648,1640,0.5585,0.4061
BRO,T009,4,1769,2,35,9,17,535,13,14,,2398,2376,0.7445,0.2252
BRO,T010,4,1371,2,40,1,10,1221,21,27,,2697,2675,0.5125,0.4564
BRO,T011,3,735,2,26,5,9,542,8,15,,1345,1332,0.5518,0.4069
BRO,T012,0,549,0,14,2,8,332,4,5,,914,908,0.6046,0.3656
BRO,T013,0,430,0,9,1,2,313,2,10,,767,764,0.5628,0.4097
BRO,T014,4,963,0,34,2,10,606,5,17,,1641,1634,0.5894,0.3709
BRO,T015,4,946,1,32,2,15,704,14,23,,1741,1725,0.5484,0.4081
BRO,T016,2,100,1,0,0,4,72,0,0,,179,179,0.5587,0.4022
BRO,T017,0,607,0,19,1,7,531,11,10,,1186,1174,0.5170,0.4523
BRO,T018,4,2328,3,84,5,14,2633,26,36,,5133,5102,0.4563,0.5161
BRO,T019,2,616,4,28,1,14,420,10,13,,1108,1097,0.5615,0.3829
BRO,T020,1,833,0,31,0,11,702,9,9,,1596,1587,0.5249,0.4423
BRO,T021,1,619,0,24,1,3,702,8,8,,1366,1357,0.4562,0.5173
BRO,T022,0,285,2,8,0,5,256,10,5,,571,561,0.5080,0.4563
BRO,T023,0,853,3,38,3,14,410,2,10,,1333,1328,0.6423,0.3087
BRO,T024,1,533,1,26,0,9,465,6,11,,1052,1046,0.5096,0.4446
BRO,T025,1,865,0,27,3,14,596,8,8,,1522,1511,0.5725,0.3944
BRO,T026,1,937,1,26,0,5,822,19,15,,1826,1807,0.5185,0.4549
BRO,T027,0,341,0,9,1,5,378,4,13,,751,746,0.4571,0.5067
BRO,T028,3,2035,3,53,5,14,1118,21,25,,3277,3251,0.6260,0.3439
BRO,T029,3,899,2,25,3,13,630,16,7,,1598,1579,0.5693,0.3990
BRO,T030,1,180,0,10,1,2,248,3,2,,447,443,0.4063,0.5598
BRO,U001,2,458,0,20,1,5,394,8,13,,901,892,0.5135,0.4417
BRO,U002,1,597,3,24,3,10,546,12,5,,1201,1186,0.5034,0.4604
BRO,U003,0,1080,3,35,1,19,1059,10,16,,2223,2212,0.4882,0.4788
BRO,U004,7,1528,4,50,1,21,1433,8,29,,3081,3072,0.4974,0.4665
BRO,U005,2,795,1,25,1,12,505,4,6,,1351,1346,0.5906,0.3752
BRO,U006,1,1898,0,34,2,14,973,16,20,,2958,2940,0.6456,0.3310
BRO,U007,0,819,3,23,1,6,741,8,10,,1611,1602,0.5112,0.4625
BRO,U008,1,349,0,9,1,3,265,5,9,,642,636,0.5487,0.4167
BRO,U009,1,413,1,16,0,1,269,3,3,,707,704,0.5866,0.3821
BRO,U010,1,883,0,28,0,4,559,10,18,,1503,1493,0.5914,0.3744
BRO,U011,0,1309,1,32,0,13,737,19,12,,2123,2104,0.6221,0.3503
BRO,V001,0,403,2,17,1,5,458,8,9,,903,894,0.4508,0.5123
BRO,V002,1,1491,4,44,4,18,1509,22,18,,3111,3085,0.4833,0.4891
BRO,V003,2,789,3,14,3,10,420,10,10,,1261,1248,0.6322,0.3365
BRO,V004,1,581,0,10,4,7,270,6,6,,885,875,0.6640,0.3086
BRO,V005,0,520,0,13,1,6,414,6,9,,969,962,0.5405,0.4304
BRO,V006,2,588,0,13,2,13,288,5,9,,920,913,0.6440,0.3154
BRO,V007,0,1030,1,28,1,26,702,13,11,,1812,1798,0.5729,0.3904
BRO,V008,1,595,0,5,3,2,29,5,2,,642,634,0.9385,0.0457
BRO,V009,0,893,1,14,1,22,289,4,13,,1237,1232,0.7248,0.2346
BRO,V010,0,229,0,5,1,6,93,3,4,,341,337,0.6795,0.2760
BRO,V011,1,1094,2,4,6,11,104,7,10,,1239,1226,0.8923,0.0848
BRO,V012,4,1402,1,47,4,23,494,19,13,,2007,1984,0.7067,0.2490
BRO,V013,1,545,0,13,2,9,168,3,7,,748,743,0.7335,0.2261
BRO,V014,1,632,1,23,1,10,340,11,10,,1029,1017,0.6214,0.3343
BRO,V015,4,693,1,13,2,4,376,10,8,,1111,1099,0.6306,0.3421
BRO,V016,0,780,1,23,1,23,450,6,16,,1300,1293,0.6032,0.3480
BRO,V017,0,347,1,4,0,5,86,4,3,,450,446,0.7780,0.1928
BRO,V018,2,1948,3,44,7,28,426,16,23,,2497,2474,0.7874,0.1722
BRO,V019,0,800,2,15,6,4,112,5,4,,948,937,0.8538,0.1195
BRO,V020,0,533,0,12,2,10,186,2,7,,752,748,0.7126,0.2487
BRO,V021,2,727,3,30,2,7,527,13,15,,1326,1311,0.5545,0.4020
BRO,V022,2,703,2,35,1,19,488,8,14,,1272,1263,0.5566,0.3864
BRO,V023,1,370,1,6,0,4,236,1,6,,625,624,0.5929,0.3782
BRO,V024,1,1050,0,23,0,3,485,4,11,,1577,1573,0.6675,0.3083
BRO,V025,3,500,0,8,1,7,511,5,8,,1043,1037,0.4822,0.4928
BRO,V026,2,537,1,14,2,11,294,10,9,,880,868,0.6187,0.3387
BRO,V027,0,320,0,15,0,6,252,5,8,,606,601,0.5324,0.4193
BRO,V028,0,444,0,14,3,1,324,7,1,,794,784,0.5663,0.4133
BRO,V029,1,221,0,10,0,1,186,2,4,,425,423,0.5225,0.4397
BRO,V030,2,668,3,16,1,2,499,11,11,,1213,1201,0.5562,0.4155
BRO,V031,0,544,1,17,1,9,411,5,7,,995,989,0.5501,0.4156
BRO,V032,3,938,2,22,1,15,373,7,19,,1380,1372,0.6837,0.2719
BRO,V033,1,659,0,9,2,6,363,7,7,,1054,1045,0.6306,0.3474
BRO,V034,1,1065,0,12,5,7,478,7,9,,1584,1572,0.6775,0.3041
BRO,V035,0,282,1,4,2,1,131,8,2,,431,421,0.6698,0.3112
BRO,V036,0,381,0,1,3,7,108,11,1,,512,498,0.7651,0.2169
BRO,V037,0,531,0,10,2,1,166,4,5,,719,713,0.7447,0.2328
BRO,V038,0,762,0,9,0,15,189,2,7,,984,982,0.7760,0.1925
BRO,V039,2,568,1,7,2,8,312,4,7,,911,905,0.6276,0.3448
BRO,V040,5,642,1,32,3,6,381,3,11,,1084,1078,0.5955,0.3534
BRO,V041,2,581,0,9,4,4,146,5,5,,756,747,0.7778,0.1954
BRO,V042,2,1169,4,17,7,9,343,9,15,,1575,1559,0.7498,0.2200
BRO,V043,2,630,1,16,1,8,228,7,7,,900,892,0.7063,0.2556
BRO,V044,1,929,3,22,5,9,327,6,9,,1311,1300,0.7146,0.2515
BRO,V045,0,603,0,19,1,6,314,6,7,,956,949,0.6354,0.3309
BRO,V046,1,284,0,9,1,7,153,3,3,,461,457,0.6214,0.3348
BRO,V047,1,576,1,9,0,4,403,5,0,,999,994,0.5795,0.4054
BRO,V048,1,511,1,14,2,7,245,7,8,,796,787,0.6493,0.3113
BRO,V049,2,544,1,22,2,7,275,6,8,,867,859,0.6333,0.3201
BRO,V050,2,775,2,17,0,13,377,5,5,,1196,1191,0.6507,0.3165
